Player,Team,Salary
Odell Beckham Jr.,NYG,8300
Robby Anderson,NYJ,4900
Antonio Brown,PIT,9000
Tre'Quan Smith,NOR,4500
Davante Adams,GNB,8000
Adam Thielen,MIN,8300
Demaryius Thomas,DEN,6500
Cooper Kupp,LAR,6700
Tyler Lockett,SEA,6600
Kenny Golladay,DET,6300
DeAndre Hopkins,HOU,8700
David Moore,SEA,4600
Robert Woods,LAR,7200
Stefon Diggs,MIN,8200
Christian Kirk,ARI,5200
Marquez Valdes-Scantling,GNB,4800
Trent Taylor,SFO,4500
Mohamed Sanu,ATL,5600
Keke Coutee,HOU,5400
A.J. Green,CIN,8500
Rashard Higgins,CLE,4700
Keenan Allen,LAC,8100
Jordy Nelson,OAK,5600
Josh Gordon,NWE,6500
Emmanuel Sanders,DEN,6700
JuJu Smith-Schuster,PIT,8000
Sammy Watkins,KAN,6400
Tyreek Hill,KAN,7800
Curtis Samuel,CAR,4500
Donte Moncrief,JAC,5600
Chester Rogers,IND,5200
Equanimeous St. Brown,GNB,4500
Michael Crabtree,BAL,6400
Sterling Shepard,NYG,6200
Jarvis Landry,CLE,6900
Michael Thomas,NOR,8900
Julian Edelman,NWE,6500
Keelan Cole,JAC,5700
Courtland Sutton,DEN,4700
Ryan Grant,IND,5100
Julio Jones,ATL,8800
D.J. Moore,CAR,4700
Martavis Bryant,OAK,5200
Terrelle Pryor,NYJ,4700
Tyrell Williams,LAC,5400
Cordarrelle Patterson,NWE,4900
Willie Snead,BAL,5300
John Brown,BAL,6200
D.J. Chark,JAC,4500
Derrick Willies,CLE,4500
Cameron Meredith,NOR,4900
Jamison Crowder,WAS,5700
Marvin Jones,DET,6500
Devin Funchess,CAR,6200
Pierre Garcon,SFO,5300
Dede Westbrook,JAC,5900
Paul Richardson,WAS,5700
Corey Davis,TEN,6400
Albert Wilson,MIA,4900
Allen Hurns,DAL,4900
Golden Tate,DET,7400
Russell Shepard,NYG,4500
Nelson Agholor,PHI,6100
Tyler Boyd,CIN,6300
Mike Williams,LAC,6300
Maurice Harris,WAS,4500
Seth Roberts,OAK,4800
Jakeem Grant,MIA,4700
DaeSean Hamilton,DEN,4500
Josh Reynolds,LAR,4500
Calvin Ridley,ATL,6800
Shelton Gibson,PHI,4500
Kendrick Bourne,SFO,4500
Alshon Jeffery,PHI,6800
Chris Hogan,NWE,6200
Tavon Austin,DAL,5000
Tajae Sharpe,TEN,4500
Danny Amendola,MIA,4600
Larry Fitzgerald,ARI,6400
Phillip Dorsett,NWE,5500
Jarius Wright,CAR,4800
Alex Erickson,CIN,4500
Jawill Davis,NYG,4500
Antonio Callaway,CLE,5200
Marcus Johnson,IND,4500
Laquon Treadwell,MIN,4800
Zay Jones,BUF,4700
Marvin Hall,ATL,4500
Chad Williams,ARI,4500
Chris Conley,KAN,4500
Deonte Thompson,DAL,4700
Austin Carr,NOR,4500
Kenny Stills,MIA,6300
Chris Moore,BAL,4500
Will Fuller,HOU,7600
Taywan Taylor,TEN,5000
Jermaine Kearse,NYJ,4800
KhaDarel Hodge,LAR,4500
De'Anthony Thomas,KAN,4500
Zach Pascal,IND,5100
Kelvin Benjamin,BUF,5000
Amari Cooper,OAK,6500
Victor Bolden,SFO,4500
Cole Beasley,DAL,5400
Richie James,SFO,4500
Brian Quick,WAS,4500
Darius Jennings,TEN,4500
Michael Gallup,DAL,4600
Tim Patrick,DEN,4500
Ryan Switzer,PIT,4500
Andre Roberts,NYJ,4500
Jordan Matthews,PHI,5200
Ray-Ray McCloud,BUF,4500
Doug Baldwin,SEA,6700
Marcus Kemp,KAN,4500
Michael Floyd,WAS,4500
Brandon Zylstra,MIN,4500
Damiere Byrd,CAR,4500
Josh Malone,CIN,4500
J.J. Nelson,ARI,4600
Geremy Davis,LAC,4500
Demarcus Robinson,KAN,4600
Brandon Marshall,SEA,5300
Jaydon Mickens,JAC,4500
Torrey Smith,CAR,4600
Kamar Aiken,PHI,4500
Brandin Cooks,LAR,7800
Tim White,BAL,4500
James Washington,PIT,5100
Andre Holmes,BUF,4500
Quincy Enunwa,NYJ,6100
Robert Foster,BUF,4500
Sammie Coates,HOU,4500
Matthew Slater,NWE,4500
DeAndre Carter,PHI,4500
Nick Williams,TEN,4500
Cody Core,CIN,4500
Aldrick Robinson,MIN,5100
T.J. Jones,DET,4500
Jaron Brown,SEA,4500
Justin Hunter,PIT,4500
Justin Hardy,ATL,4600
Dwayne Harris,OAK,4500
Rod Streater,CLE,4500
