Player,Team,Salary
Drew Brees,NOR,6100
Jared Goff,LAR,6000
Matt Ryan,ATL,5700
Patrick Mahomes II,KAN,7100
Ryan Fitzpatrick,TAM,5500
Ben Roethlisberger,PIT,5700
Marcus Mariota,TEN,4800
Nick Mullens,SFO,4300
Cam Newton,CAR,6600
Russell Wilson,SEA,5900
Alex Smith,WAS,5000
Deshaun Watson,HOU,6300
Aaron Rodgers,GNB,6400
Baker Mayfield,CLE,5600
Philip Rivers,LAC,5600
Dak Prescott,DAL,5100
Tom Brady,NWE,6500
Case Keenum,DEN,4900
Nathan Peterman,BUF,4000
Mitchell Trubisky,CHI,5800
Kirk Cousins,MIN,6200
Joe Flacco,BAL,5300
Matthew Stafford,DET,5600
Derek Carr,OAK,5400
Brock Osweiler,MIA,4900
Sam Darnold,NYJ,4800
Lamar Jackson,BAL,4400
Taysom Hill,NOR,4000
Joshua Dobbs,PIT,4400
Tyrod Taylor,CLE,4500
A.J. McCarron,OAK,4400
Joe Webb,HOU,4000
Chase Daniel,CHI,4300
