Player,Team,Salary
Blake Jarwin,DAL,2800
George Kittle,SFO,6300
Evan Engram,NYG,5300
Ian Thomas,CAR,3300
Levine Toilolo,DET,2500
Austin Hooper,ATL,3500
Travis Kelce,KAN,7200
Mark Andrews,BAL,3100
David Njoku,CLE,3700
Trey Burton,CHI,3800
Matt LaCosse,DEN,3000
Vance McDonald,PIT,4200
Hayden Hurst,BAL,2500
Kyle Rudolph,MIN,4400
Cameron Brate,TAM,3600
Jared Cook,OAK,5500
Dallas Goedert,PHI,2600
James O'Shaughnessy,JAC,2500
Darren Waller,OAK,2500
Jason Croom,BUF,2500
Jimmy Graham,GNB,3400
John Phillips,ARI,2500
Ben Watson,NOR,2600
Tyler Higbee,LAR,2600
Zach Ertz,PHI,6700
Rob Gronkowski,NWE,5100
Durham Smythe,MIA,2500
Nick Vannett,SEA,2500
Scott Simonson,NYG,2500
Logan Paulsen,ATL,2500
Mike Gesicki,MIA,2500
Dalton Schultz,DAL,2500
Xavier Grimble,PIT,2500
Chris Herndon,NYJ,3400
Ryan Griffin,HOU,2600
Jordan Leggett,NYJ,2500
Robert Tonyan,GNB,2500
C.J. Uzomah,CIN,3500
Jordan Thomas,HOU,2700
Ross Dwelley,SFO,2500
Johnny Mundt,LAR,2500
Darren Fells,CLE,2600
Blake Bell,JAC,2500
Ed Dickson,SEA,2500
Clark Harris,CIN,2500
Jeremy Sprinkle,WAS,2700
Gerald Everett,LAR,2800
Richard Rodgers,PHI,2500
Jordan Akins,HOU,2600
Chris Manhertz,CAR,2500
Jesse James,PIT,2800
Charles Clay,BUF,2500
Logan Thomas,BUF,2500
Antony Auclair,TAM,2500
Marcedes Lewis,GNB,2500
Antonio Gates,LAC,2900
Adam Shaheen,CHI,2500
Nick O'Leary,MIA,2500
Derek Carrier,OAK,2500
Demetrius Harris,KAN,3200
Matt Lengel,CIN,2500
Virgil Green,LAC,2500
Lance Kendricks,GNB,2500
Lee Smith,OAK,2500
Dan Arnold,NOR,2500
Ben Koyack,JAC,2500
Seth DeValve,CLE,2500
Dwayne Allen,NWE,2500
Eric Saubert,ATL,2500
Rico Gathers,DAL,2500
Darrell Daniels,ARI,2500
Sean Culkin,LAC,2500
Nick Boyle,BAL,2500
Josh Hill,NOR,2500
Ben Braunecker,CHI,2500
David Morgan,MIN,2500
Maxx Williams,BAL,2500
Tyler Conklin,MIN,2500
Brian Parker,DEN,2500
