Player,Team,Salary
Blake Jarwin,DAL,4500
George Kittle,SFO,6700
Evan Engram,NYG,5900
Ian Thomas,CAR,5700
Levine Toilolo,DET,4000
Austin Hooper,ATL,5200
Travis Kelce,KAN,7700
David Njoku,CLE,5600
Mark Andrews,BAL,4900
Trey Burton,CHI,5600
Matt LaCosse,DEN,4700
Vance McDonald,PIT,5600
Hayden Hurst,BAL,4300
Cameron Brate,TAM,4900
Jared Cook,OAK,6000
Dallas Goedert,PHI,5100
Jason Croom,BUF,4000
Tyler Higbee,LAR,4200
James O'Shaughnessy,JAC,4000
Kyle Rudolph,MIN,6000
John Phillips,ARI,4000
Ben Watson,NOR,4800
Darren Waller,OAK,4500
Jimmy Graham,GNB,5400
Rob Gronkowski,NWE,5800
Zach Ertz,PHI,7800
Durham Smythe,MIA,4100
Nick Vannett,SEA,4800
Logan Paulsen,ATL,4000
Scott Simonson,NYG,4100
Mike Gesicki,MIA,4300
Dalton Schultz,DAL,4000
Xavier Grimble,PIT,4100
Chris Herndon,NYJ,5800
Ryan Griffin,HOU,4100
Jordan Leggett,NYJ,4000
Robert Tonyan,GNB,4200
C.J. Uzomah,CIN,5500
Jordan Thomas,HOU,4600
Ross Dwelley,SFO,4000
Johnny Mundt,LAR,4000
Ed Dickson,SEA,4500
Darren Fells,CLE,4600
Blake Bell,JAC,4100
Jeremy Sprinkle,WAS,4500
Gerald Everett,LAR,4800
Richard Rodgers,PHI,4000
Jordan Akins,HOU,4200
Chris Manhertz,CAR,4000
Jesse James,PIT,5000
Charles Clay,BUF,4200
Logan Thomas,BUF,4300
Antony Auclair,TAM,4000
Marcedes Lewis,GNB,4100
Antonio Gates,LAC,4900
Adam Shaheen,CHI,4300
Nick O'Leary,MIA,4200
Derek Carrier,OAK,4000
Trey Edmunds,PIT,4000
Demetrius Harris,KAN,4300
Matt Lengel,CIN,4000
Virgil Green,LAC,4100
Lance Kendricks,GNB,4100
Lee Smith,OAK,4200
Dan Arnold,NOR,4000
Ben Koyack,JAC,4000
Seth DeValve,CLE,4100
Dwayne Allen,NWE,4100
Eric Saubert,ATL,4000
Rico Gathers,DAL,4000
Darrell Daniels,ARI,4000
Sean Culkin,LAC,4000
Nick Boyle,BAL,4300
Josh Hill,NOR,4300
Ben Braunecker,CHI,4000
David Morgan,MIN,4000
Maxx Williams,BAL,4000
Tyler Conklin,MIN,4300
Brian Parker,DEN,4000
