Player,Team,Salary
Aaron Rodgers,GNB,8000
Deshaun Watson,HOU,8000
Nick Foles,PHI,6000
Ben Roethlisberger,PIT,8700
Russell Wilson,SEA,8300
Patrick Mahomes II,KAN,9500
Sam Darnold,NYJ,6700
Baker Mayfield,CLE,7700
Andrew Luck,IND,8200
Kirk Cousins,MIN,7600
Eli Manning,NYG,6400
Matt Ryan,ATL,8500
Jeff Driskel,CIN,6600
Jared Goff,LAR,8000
Drew Brees,NOR,8400
Dak Prescott,DAL,7300
Lamar Jackson,BAL,7700
Case Keenum,DEN,7000
Taylor Heinicke,CAR,6000
Jameis Winston,TAM,7000
Josh Allen,BUF,7700
Mitchell Trubisky,CHI,7900
Ryan Tannehill,MIA,6800
Josh Johnson,WAS,6500
Nick Mullens,SFO,6700
Josh Rosen,ARI,6400
Blaine Gabbert,TEN,6000
Tom Brady,NWE,7900
Derek Carr,OAK,6700
Philip Rivers,LAC,8200
Marcus Mariota,TEN,6800
Matthew Stafford,DET,6600
Blake Bortles,JAC,6000
Matt Cassel,DET,6000
Mike Glennon,ARI,6000
Cody Kessler,JAC,6200
Kyle Allen,CAR,6000
Nate Sudfeld,PHI,6000
Joe Webb,HOU,6000
Sean Mannion,LAR,6000
Brian Hoyer,NWE,6000
Taysom Hill,NOR,6000
