Player,Team,Salary
Zach Ertz,PHI,7500
Eric Ebron,IND,5400
Austin Hooper,ATL,5800
George Kittle,SFO,7400
Vance McDonald,PIT,5300
Jonnu Smith,TEN,4200
Tyler Higbee,LAR,4200
Mo Alie-Cox,IND,4400
Gerald Everett,LAR,4500
Trey Burton,CHI,6100
Ricky Seals-Jones,ARI,5000
Travis Kelce,KAN,8000
Jesse James,PIT,4800
Nick Vannett,SEA,5200
Jared Cook,OAK,5500
James O'Shaughnessy,JAC,4000
Jordan Reed,WAS,5200
Evan Engram,NYG,5800
Greg Olsen,CAR,6500
Jason Croom,BUF,4000
Jack Doyle,IND,5600
Chris Herndon,NYJ,5500
Virgil Green,LAC,4300
C.J. Uzomah,CIN,5400
Marcedes Lewis,GNB,4500
Dan Arnold,NOR,4000
Lance Kendricks,GNB,4300
Dalton Schultz,DAL,4000
Ed Dickson,SEA,4700
Geoff Swaim,DAL,4600
Ben Braunecker,CHI,4000
Logan Paulsen,ATL,4000
Antonio Gates,LAC,4500
David Njoku,CLE,5400
Eric Saubert,ATL,4000
Jacob Hollister,NWE,4000
Levine Toilolo,DET,4000
O.J. Howard,TAM,6500
Jimmy Graham,GNB,6300
Cameron Brate,TAM,4400
A.J. Derby,MIA,4000
Anthony Firkser,TEN,4000
Dwayne Allen,NWE,4200
Michael Roberts,DET,4700
Logan Thomas,BUF,4500
Jordan Leggett,NYJ,4000
Rhett Ellison,NYG,4400
Orson Charles,CLE,4000
Nick O'Leary,MIA,4500
Derek Carrier,OAK,4000
Mike Gesicki,MIA,4400
Ben Watson,NOR,5900
Garrett Celek,SFO,4500
Jeremy Sprinkle,WAS,4000
Blake Jarwin,DAL,4000
Chris Manhertz,CAR,4000
Darren Fells,CLE,4100
Robert Tonyan,GNB,4000
Antony Auclair,TAM,4300
Jordan Franks,CIN,4000
Ian Thomas,CAR,4100
Vernon Davis,WAS,5100
Scott Simonson,NYG,4100
Eric Tomlinson,NYJ,4000
Demetrius Harris,KAN,4000
Xavier Grimble,PIT,4200
Matt Lengel,CIN,4000
Dallas Goedert,PHI,5300
Lee Smith,OAK,4000
Jermaine Gresham,ARI,4400
Seth DeValve,CLE,4300
MyCole Pruitt,TEN,4000
Rico Gathers,DAL,4500
Darrell Daniels,SEA,4000
Alan Cross,TAM,4000
Josh Hill,NOR,4300
Luke Stocker,TEN,4400
Daniel Brown,CHI,4000
Joshua Perkins,PHI,4000
Ross Dwelley,SFO,4000
