Player,Team,Salary
Mitchell Trubisky,CHI,5600
Ben Roethlisberger,PIT,6300
Drew Brees,NOR,6300
Russell Wilson,SEA,5700
Carson Wentz,PHI,5700
Blake Bortles,JAC,4900
Matt Ryan,ATL,6200
Jared Goff,LAR,6100
Baker Mayfield,CLE,5400
Marcus Mariota,TEN,4700
Andrew Luck,IND,5500
Dak Prescott,DAL,4900
Patrick Mahomes II,KAN,7200
Ryan Fitzpatrick,TAM,5900
Eli Manning,NYG,4700
Aaron Rodgers,GNB,6400
Matthew Stafford,DET,5000
Matt Barkley,BUF,4000
Philip Rivers,LAC,6000
Cam Newton,CAR,6100
Alex Smith,WAS,5300
Nick Mullens,SFO,5200
Tom Brady,NWE,6000
Jeff Driskel,CIN,4400
Josh Rosen,ARI,4800
Derek Carr,OAK,4700
Andy Dalton,CIN,5800
Brock Osweiler,MIA,4600
Josh McCown,NYJ,4300
Taysom Hill,NOR,4000
Brian Hoyer,NWE,4500
Taylor Heinicke,CAR,4000
Joshua Dobbs,PIT,4400
Teddy Bridgewater,NOR,4500
