Player,Team,Salary
Mitchell Trubisky,CHI,6800
Jared Goff,LAR,7600
Andrew Luck,IND,7300
Derek Carr,OAK,7000
Deshaun Watson,HOU,7600
Kirk Cousins,MIN,7500
Marcus Mariota,TEN,6300
Matt Ryan,ATL,8100
Andy Dalton,CIN,7400
Blake Bortles,JAC,6700
Patrick Mahomes II,KAN,8900
Philip Rivers,LAC,7800
Joe Flacco,BAL,6900
Tom Brady,NWE,8600
Matthew Stafford,DET,7300
Carson Wentz,PHI,7300
C.J. Beathard,SFO,6200
Dak Prescott,DAL,6800
Aaron Rodgers,GNB,8500
Ben Roethlisberger,PIT,8000
Baker Mayfield,CLE,6900
Eli Manning,NYG,7100
Josh Rosen,ARI,6500
Sam Darnold,NYJ,6200
Russell Wilson,SEA,7500
Case Keenum,DEN,6500
Drew Brees,NOR,8700
Jameis Winston,TAM,6200
Brock Osweiler,MIA,6000
Ryan Fitzpatrick,TAM,7400
Josh Allen,BUF,6400
Taysom Hill,NOR,6000
Lamar Jackson,BAL,6100
Ryan Tannehill,MIA,6800
Joe Webb,HOU,6000
Chase Daniel,CHI,6000
Brian Hoyer,NWE,6000
