Player,Team,Salary
Tyreek Hill,KAN,7600
Allen Robinson,CHI,6300
Michael Thomas,NOR,8600
Corey Davis,TEN,5800
Brandin Cooks,LAR,7700
Odell Beckham Jr.,NYG,8400
Anthony Miller,CHI,5300
Julio Jones,ATL,8700
Davante Adams,GNB,8600
Zay Jones,BUF,4600
Antonio Brown,PIT,8700
JuJu Smith-Schuster,PIT,7200
Donte Moncrief,JAC,5500
Tyler Lockett,SEA,6200
Kenny Golladay,DET,5800
Julian Edelman,NWE,7300
Keenan Allen,LAC,7900
Chris Godwin,TAM,5500
Robert Woods,LAR,7500
Josh Doctson,WAS,4900
Robert Foster,BUF,4500
John Ross,CIN,5600
Nelson Agholor,PHI,5300
Danny Amendola,MIA,5300
Sterling Shepard,NYG,6400
Amari Cooper,DAL,6500
Josh Gordon,NWE,6700
Rashard Higgins,CLE,4600
DeSean Jackson,TAM,6300
T.Y. Hilton,IND,7000
Marquise Goodwin,SFO,5000
Maurice Harris,WAS,5900
Tyler Boyd,CIN,7800
Larry Fitzgerald,ARI,5800
Marquez Valdes-Scantling,GNB,5400
Marvin Jones,DET,6200
Alshon Jeffery,PHI,7300
Dede Westbrook,JAC,5400
DeVante Parker,MIA,5400
Brandon LaFell,OAK,4600
Tyrell Williams,LAC,6500
Mike Evans,TAM,7500
Doug Baldwin,SEA,6300
Cooper Kupp,LAR,6500
Adam Humphries,TAM,5700
Dontrelle Inman,IND,5100
Cole Beasley,DAL,5700
Mohamed Sanu,ATL,5600
Calvin Ridley,ATL,6600
Keith Kirkwood,NOR,4500
Jordan Matthews,PHI,4800
Seth Roberts,OAK,5100
Kendrick Bourne,SFO,4700
Allen Hurns,DAL,4700
Antonio Callaway,CLE,4900
Devin Funchess,CAR,6100
Cameron Batson,TEN,4500
Demarcus Robinson,KAN,4600
D.J. Moore,CAR,5500
Michael Gallup,DAL,4800
Breshad Perriman,CLE,4500
Ryan Switzer,PIT,4500
Leonte Carroo,MIA,4500
Quincy Enunwa,NYJ,5200
Jarius Wright,CAR,4600
Kenny Stills,MIA,5300
Martavis Bryant,OAK,5000
Jarvis Landry,CLE,6400
Dante Pettis,SFO,4600
Austin Carr,NOR,4500
Golden Tate,PHI,6900
Phillip Dorsett,NWE,4800
Chris Conley,KAN,4500
Andre Holmes,BUF,4500
Cody Core,CIN,4500
Jermaine Kearse,NYJ,4600
Michael Floyd,WAS,4500
David Moore,SEA,5800
Curtis Samuel,CAR,5100
Christian Kirk,ARI,5400
Trent Taylor,SFO,4500
T.J. Jones,DET,4500
Marvin Hall,ATL,4500
Charone Peake,NYJ,4500
Darrius Heyward-Bey,PIT,4500
Darius Jennings,TEN,4500
Equanimeous St. Brown,GNB,4500
Justin Hardy,ATL,4600
Brandon Powell,DET,4500
Cordarrelle Patterson,NWE,4700
Ryan Grant,IND,4700
Dwayne Harris,OAK,4500
Marcus Kemp,KAN,4500
J'Mon Moore,GNB,4500
Shelton Gibson,PHI,4500
Tajae Sharpe,TEN,5300
Brian Quick,WAS,4500
Taylor Gabriel,CHI,5400
Kelvin Benjamin,BUF,5000
Chris Hogan,NWE,5800
Bennie Fowler,NYG,4800
Alex Erickson,CIN,4500
Damiere Byrd,CAR,4500
Russell Gage,ATL,4500
JoJo Natson,LAR,4500
Terrelle Pryor,BUF,4600
D.J. Chark,JAC,4600
Auden Tate,CIN,4500
James Washington,PIT,4600
KhaDarel Hodge,LAR,4500
Justin Watson,TAM,4500
Jehu Chesson,WAS,4500
Andre Roberts,NYJ,4500
Zach Pascal,IND,4600
Tre'Quan Smith,NOR,5600
Matthew Slater,NWE,4500
Josh Reynolds,LAR,5600
Quadree Henderson,NYG,4500
Jordy Nelson,OAK,5000
Richie James,SFO,4700
Jaron Brown,SEA,5100
Damion Ratley,CLE,4600
Ray-Ray McCloud,BUF,4500
Mike Williams,LAC,5400
Keelan Cole,JAC,4800
Jakeem Grant,MIA,4600
Josh Bellamy,CHI,4500
Russell Shepard,NYG,4500
Travis Benjamin,LAC,4600
Chester Rogers,IND,5600
Rashad Greene,JAC,4500
J.J. Nelson,ARI,4600
