Player,Team,Salary
Dak Prescott,DAL,5600
Tom Brady,NWE,5800
Andrew Luck,IND,5900
Patrick Mahomes II,KAN,7000
Josh Allen,BUF,5500
Ryan Tannehill,MIA,4800
Derek Carr,OAK,5000
Nick Mullens,SFO,4600
Matt Ryan,ATL,5600
Aaron Rodgers,GNB,6000
Jameis Winston,TAM,6200
Lamar Jackson,BAL,5700
Eli Manning,NYG,5100
Carson Wentz,PHI,5400
Ben Roethlisberger,PIT,6800
Deshaun Watson,HOU,5900
Drew Brees,NOR,6600
Cody Kessler,JAC,4400
Case Keenum,DEN,5200
Baker Mayfield,CLE,5800
Philip Rivers,LAC,6500
Jeff Driskel,CIN,4400
Cam Newton,CAR,6300
Kirk Cousins,MIN,5600
Sam Darnold,NYJ,4400
Russell Wilson,SEA,6100
Josh Rosen,ARI,4700
Mitchell Trubisky,CHI,5600
Marcus Mariota,TEN,4900
Matthew Stafford,DET,5200
Jared Goff,LAR,5800
Joe Webb,HOU,4000
Joshua Dobbs,PIT,4500
Taylor Heinicke,CAR,4000
Robert Griffin III,BAL,4500
Brock Osweiler,MIA,4300
Josh McCown,NYJ,4400
DeShone Kizer,GNB,4300
Mark Sanchez,WAS,4000
Taysom Hill,NOR,4000
