Player,Team,Salary
Patrick Mahomes II,KAN,9000
Mitchell Trubisky,CHI,7500
Cam Newton,CAR,8200
Andrew Luck,IND,8200
Tom Brady,NWE,8700
Jameis Winston,TAM,7800
Baker Mayfield,CLE,7100
Eli Manning,NYG,6700
Dak Prescott,DAL,6900
Philip Rivers,LAC,8300
Joe Flacco,BAL,7500
Matt Ryan,ATL,8600
Carson Wentz,PHI,7600
Brock Osweiler,MIA,6500
Matthew Stafford,DET,7500
Kirk Cousins,MIN,8000
Drew Brees,NOR,8600
Jared Goff,LAR,8300
Marcus Mariota,TEN,6800
Sam Darnold,NYJ,6800
Alex Smith,WAS,7400
Deshaun Watson,HOU,7500
Cody Kessler,JAC,6000
Case Keenum,DEN,6700
Andy Dalton,CIN,7800
C.J. Beathard,SFO,6400
Lamar Jackson,BAL,6100
Josh Rosen,ARI,6400
Jeff Driskel,CIN,6000
Taysom Hill,NOR,6100
Blake Bortles,JAC,6500
Sean Mannion,LAR,6000
Joe Webb,HOU,6000
Chase Daniel,CHI,6000
Jacoby Brissett,IND,6000
