Player,Team,Salary
Amari Cooper,DAL,6900
JuJu Smith-Schuster,PIT,7500
Julio Jones,ATL,8400
T.Y. Hilton,IND,7600
Kenny Stills,MIA,5200
Jarvis Landry,CLE,5800
Julian Edelman,NWE,6900
Tyreek Hill,KAN,8200
Dede Westbrook,JAC,5000
Davante Adams,GNB,8700
Keenan Allen,LAC,7900
Jamison Crowder,WAS,5300
Robby Anderson,NYJ,5200
Zach Pascal,IND,4600
Michael Thomas,NOR,8300
Isaiah McKenzie,BUF,4500
DaeSean Hamilton,DEN,4500
Alshon Jeffery,PHI,6300
Robert Foster,BUF,5100
Tim Patrick,DEN,4500
Randall Cobb,GNB,5000
Dante Pettis,SFO,5500
Cordarrelle Patterson,NWE,4800
Josh Gordon,NWE,6700
DeAndre Hopkins,HOU,8600
Mike Evans,TAM,7700
Justin Hardy,ATL,4500
Josh Doctson,WAS,5400
Adam Thielen,MIN,8100
Trent Sherfield,ARI,4500
Seth Roberts,OAK,5200
Stefon Diggs,MIN,7700
Curtis Samuel,CAR,5700
Robert Woods,LAR,7500
John Brown,BAL,4600
D.J. Moore,CAR,6300
Breshad Perriman,CLE,4500
Taywan Taylor,TEN,4600
Brice Butler,MIA,4500
Sterling Shepard,NYG,5200
Willie Snead,BAL,4700
Tyler Lockett,SEA,6700
Mohamed Sanu,ATL,5200
John Ross,CIN,5300
Larry Fitzgerald,ARI,6200
Jordy Nelson,OAK,5000
Russell Shepard,NYG,4800
Donte Moncrief,JAC,4800
Bennie Fowler,NYG,4600
Keelan Cole,JAC,4600
Demaryius Thomas,HOU,5400
Tyler Boyd,CIN,7000
Demarcus Robinson,KAN,5200
Allen Robinson,CHI,6500
Adam Humphries,TAM,6500
Chester Rogers,IND,4600
Marcell Ateman,OAK,4600
Mike Williams,LAC,6000
Antonio Brown,PIT,8800
Nelson Agholor,PHI,5300
Jarius Wright,CAR,4700
J.J. Nelson,ARI,4600
Corey Coleman,NYG,4500
Josh Reynolds,LAR,5300
Michael Crabtree,BAL,5200
Cody Core,CIN,4700
Michael Gallup,DAL,5100
Taylor Gabriel,CHI,5100
Zay Jones,BUF,5100
Brandin Cooks,LAR,7600
Quincy Enunwa,NYJ,5200
Bruce Ellington,DET,4900
Jalen Tolliver,ARI,4500
Kendrick Bourne,SFO,4700
Corey Davis,TEN,5900
Laquon Treadwell,MIN,4600
Keith Kirkwood,NOR,5200
Marquise Goodwin,SFO,5000
Tyrell Williams,LAC,5800
Marquez Valdes-Scantling,GNB,4900
Cole Beasley,DAL,4800
Tommylee Lewis,NOR,4600
Courtland Sutton,DEN,5600
Chris Conley,KAN,4700
DeVante Parker,MIA,5500
Equanimeous St. Brown,GNB,4500
James Washington,PIT,4600
Michael Floyd,WAS,4500
Ryan Grant,IND,4500
Deonte Thompson,BUF,4600
Chris Godwin,TAM,5600
Travis Benjamin,LAC,4600
Calvin Ridley,ATL,6100
Jermaine Kearse,NYJ,5000
Kenny Golladay,DET,7200
Danny Amendola,MIA,4900
Rashad Greene,JAC,4500
Alex Erickson,CIN,4500
Allen Hurns,DAL,4500
Golden Tate,PHI,5700
Trent Taylor,SFO,4500
Jordan Matthews,PHI,4600
Rashard Higgins,CLE,5000
Ryan Switzer,PIT,4800
Antonio Callaway,CLE,5400
DeAndre Carter,HOU,4500
Jaron Brown,SEA,4800
Marcus Kemp,KAN,4500
Cameron Batson,TEN,4600
J'Mon Moore,GNB,4500
David Moore,SEA,6300
Shelton Gibson,PHI,4500
Tajae Sharpe,TEN,5200
Chris Hogan,NWE,4900
Phillip Dorsett,NWE,4600
Brandon Zylstra,MIN,4500
Jawill Davis,NYG,4500
Austin Carr,NOR,5000
Chris Moore,BAL,4500
Malik Turner,SEA,4500
Russell Gage,ATL,4500
Darius Jennings,TEN,4500
Geremy Davis,LAC,4500
JoJo Natson,LAR,4500
Anthony Miller,CHI,5200
Torrey Smith,CAR,5000
River Cracraft,DEN,4500
Charone Peake,NYJ,4500
Maurice Harris,WAS,4700
Auden Tate,CIN,4500
Andre Holmes,DEN,4500
KhaDarel Hodge,LAR,4500
Justin Watson,TAM,4500
Gehrig Dieter,KAN,4500
Tre'Quan Smith,NOR,5700
Jake Kumerow,GNB,4500
Sammie Coates,HOU,4500
Matthew Slater,NWE,4500
Leonte Carroo,MIA,4500
Aldrick Robinson,MIN,4600
Richie James,SFO,4600
T.J. Jones,DET,4600
Damion Ratley,CLE,4500
Ray-Ray McCloud,BUF,4500
Devin Funchess,CAR,5400
Josh Bellamy,CHI,4500
Dwayne Harris,OAK,4500
Marvin Hall,ATL,4500
Jehu Chesson,WAS,4500
Darrius Heyward-Bey,PIT,4500
Andre Roberts,NYJ,4500
