Player,Team,Salary
Travis Kelce,KAN,7600
Jeff Heuerman,DEN,4600
O.J. Howard,TAM,6000
George Kittle,SFO,6800
Greg Olsen,CAR,6200
Nick Vannett,SEA,4600
Ben Watson,NOR,5400
Jimmy Graham,GNB,6400
Jonnu Smith,TEN,4200
Trey Burton,CHI,6100
Vernon Davis,WAS,4600
Gerald Everett,LAR,4500
Chris Herndon,NYJ,5400
Logan Thomas,BUF,4000
David Njoku,CLE,5200
Jordan Thomas,HOU,4800
Mark Andrews,BAL,4600
Jesse James,PIT,4800
Austin Hooper,ATL,5900
Jordan Reed,WAS,5600
Tyler Higbee,LAR,4200
Matt LaCosse,DEN,4200
Vance McDonald,PIT,5300
Kyle Rudolph,MIN,5700
Virgil Green,LAC,4300
Jason Croom,BUF,4000
Cameron Brate,TAM,4400
Jared Cook,OAK,5900
Luke Willson,DET,4400
Hayden Hurst,BAL,4300
Dwayne Allen,NWE,4200
Blake Jarwin,DAL,4000
Josh Hill,NOR,4300
Ryan Griffin,HOU,4300
Michael Roberts,DET,5000
Derek Carrier,OAK,4000
Ross Dwelley,SFO,4000
Jordan Leggett,NYJ,4000
Eric Tomlinson,NYJ,4000
Marcedes Lewis,GNB,4500
Luke Stocker,TEN,4400
Garrett Celek,SFO,4500
Jeremy Sprinkle,WAS,4000
Anthony Firkser,TEN,4000
Dion Sims,CHI,4000
Jordan Akins,HOU,4000
Logan Paulsen,ATL,4000
Chris Manhertz,CAR,4000
Darren Fells,CLE,4100
Charles Clay,BUF,4500
Robert Tonyan,GNB,4000
Antony Auclair,TAM,4300
Antonio Gates,LAC,4500
Dalton Schultz,DAL,4000
Ian Thomas,CAR,4100
Nick O'Leary,MIA,4500
Demetrius Harris,KAN,4000
Mike Gesicki,MIA,4400
Xavier Grimble,PIT,4200
Lance Kendricks,GNB,4300
Lee Smith,OAK,4000
Dan Arnold,NOR,4000
Seth DeValve,CLE,4300
Ed Dickson,SEA,4700
MyCole Pruitt,TEN,4000
Eric Saubert,ATL,4000
Rico Gathers,DAL,4500
Darrell Daniels,SEA,4000
Alan Cross,TAM,4000
Nick Boyle,BAL,4000
Levine Toilolo,DET,4000
Daniel Brown,CHI,4000
David Morgan,MIN,4000
Durham Smythe,MIA,4000
Tyler Conklin,MIN,4000
Orson Charles,CLE,4000
Brian Parker,DEN,4000
