Player,Team,Salary
Ben Roethlisberger,PIT,6900
Patrick Mahomes II,KAN,6100
Kirk Cousins,MIN,6400
Blake Bortles,JAC,5400
Ryan Fitzpatrick,TAM,5500
Matt Ryan,ATL,5700
Cam Newton,CAR,6600
Matthew Stafford,DET,6100
Deshaun Watson,HOU,6300
Andy Dalton,CIN,5400
Joe Flacco,BAL,5200
Philip Rivers,LAC,6700
Jared Goff,LAR,6300
Nick Foles,PHI,5700
Sam Darnold,NYJ,5100
Ryan Tannehill,MIA,5300
Drew Brees,NOR,7200
Tom Brady,NWE,6500
Russell Wilson,SEA,6000
Jimmy Garoppolo,SFO,6000
Mitchell Trubisky,CHI,5200
Aaron Rodgers,GNB,6800
Derek Carr,OAK,5500
Case Keenum,DEN,5800
Tyrod Taylor,CLE,5900
Josh Allen,BUF,4600
Dak Prescott,DAL,5600
Eli Manning,NYG,5500
Andrew Luck,IND,6200
Alex Smith,WAS,6000
Blaine Gabbert,TEN,4700
Sam Bradford,ARI,4800
Lamar Jackson,BAL,4500
Taysom Hill,NOR,4000
Brandon Allen,LAR,4000
Matt Schaub,ATL,4000
Joe Webb,HOU,4000
Geno Smith,LAC,5000
