Player,Team,Salary
Ben Roethlisberger,PIT,7600
Patrick Mahomes II,KAN,7500
Kirk Cousins,MIN,7500
Blake Bortles,JAC,6500
Matt Ryan,ATL,7100
Ryan Fitzpatrick,TAM,6800
Cam Newton,CAR,8200
Andy Dalton,CIN,6900
Matthew Stafford,DET,7700
Deshaun Watson,HOU,7400
Philip Rivers,LAC,7400
Joe Flacco,BAL,6600
Jared Goff,LAR,7400
Drew Brees,NOR,8800
Ryan Tannehill,MIA,6200
Jimmy Garoppolo,SFO,7300
Mitchell Trubisky,CHI,6500
Tom Brady,NWE,8500
Aaron Rodgers,GNB,8700
Russell Wilson,SEA,7800
Nick Foles,PHI,7300
Derek Carr,OAK,6600
Case Keenum,DEN,6700
Sam Darnold,NYJ,6600
Tyrod Taylor,CLE,6600
Josh Allen,BUF,6100
Dak Prescott,DAL,6800
Eli Manning,NYG,6500
Andrew Luck,IND,7500
Alex Smith,WAS,7100
Blaine Gabbert,TEN,6200
Sam Bradford,ARI,6300
Lamar Jackson,BAL,6100
Taysom Hill,NOR,6000
Brandon Allen,LAR,6000
Matt Schaub,ATL,6000
Joe Webb,HOU,6000
Geno Smith,LAC,6000
