Player,Team,Salary
Nick Chubb,CLE,6700
Christian McCaffrey,CAR,8000
David Johnson,ARI,6900
Ezekiel Elliott,DAL,8400
Aaron Jones,GNB,6500
Matt Breida,SFO,5900
Leonard Fournette,JAC,7000
Melvin Gordon,LAC,8900
LeSean McCoy,BUF,5600
Alvin Kamara,NOR,8800
Mark Ingram,NOR,6800
Todd Gurley,LAR,10800
Kerryon Johnson,DET,5900
Derrick Henry,TEN,5500
Rashaad Penny,SEA,5400
Mike Davis,SEA,5800
James Conner,PIT,8200
Tarik Cohen,CHI,6400
Duke Johnson,CLE,5600
Jacquizz Rodgers,TAM,4500
Saquon Barkley,NYG,8600
Frank Gore,MIA,5200
Isaiah Crowell,NYJ,5400
Doug Martin,OAK,5800
Kareem Hunt,KAN,9000
Jaylen Samuels,PIT,4500
Joe Mixon,CIN,8000
Theo Riddick,DET,5100
T.J. Yeldon,JAC,5800
Jalen Richard,OAK,5400
Adrian Peterson,WAS,6800
Tevin Coleman,ATL,7300
Spencer Ware,KAN,4900
Dion Lewis,TEN,5800
Elijah McGuire,NYJ,4900
Peyton Barber,TAM,5400
Marcus Murphy,BUF,4600
Marlon Mack,IND,7400
James Develin,NWE,4500
Jordan Wilkins,IND,4900
James White,NWE,7800
Kapri Bibbs,WAS,4800
Wendell Smallwood,PHI,5500
Kenyan Drake,MIA,6400
Dwayne Washington,NOR,4500
Josh Adams,PHI,4500
Giovani Bernard,CIN,6100
Ito Smith,ATL,5900
Trenton Cannon,NYJ,4600
Nyheim Hines,IND,5300
Jordan Howard,CHI,6500
Sony Michel,NWE,7300
Roosevelt Nix,PIT,4500
Rod Smith,DAL,4700
Stevan Ridley,PIT,4500
T.J. Logan,ARI,4500
Kyle Juszczyk,SFO,4700
Elijhaa Penny,NYG,4500
Alfred Morris,SFO,5100
Austin Ekeler,LAC,5800
Malcolm Brown,LAR,4800
David Fluellen,TEN,4500
Zach Line,NOR,4500
Corey Clement,PHI,5200
Kalen Ballage,MIA,4500
Tommy Bohanon,JAC,4500
Shaun Wilson,TAM,4500
Anthony Sherman,KAN,4500
Chase Edmonds,ARI,4700
Carlos Hyde,JAC,5800
LeGarrette Blount,DET,4900
Jamaal Williams,GNB,5900
Alex Armah,CAR,4500
Wayne Gallman,NYG,4600
Derek Watt,LAC,4500
Dontrell Hilliard,CLE,4500
Mark Walton,CIN,4800
Michael Burton,CHI,4500
Nick Bellore,DET,4500
Damien Williams,KAN,4500
Tre Madden,SEA,4500
Benny Cunningham,CHI,4500
Senorise Perry,MIA,4500
Brandon Bolden,MIA,4500
DeAndre Washington,OAK,4500
Taquan Mizzell,CHI,4500
Keith Smith,OAK,4500
Justin Jackson,LAC,4500
Justin Davis,LAR,4500
Patrick DiMarco,BUF,4500
Samaje Perine,WAS,4500
Derrick Coleman,ARI,4500
Jamize Olawale,DAL,4500
Brian Hill,ATL,4500
C.J. Anderson,CAR,4500
C.J. Prosise,SEA,4600
